  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/MPPI_Float 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=gaussian_noise_gen.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/gaussian_noise_gen.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(10)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=datatypes.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(11)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/datatypes.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=compute_weight.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(12)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/compute_weight.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(13)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=helper.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(14)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/helper.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=costs.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(15)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/costs.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=smoothning_filter.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(16)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/smoothning_filter.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=nearest_neighbor.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(17)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/nearest_neighbor.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(18)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(19)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=mppi_control.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(20)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/mppi_control.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=dynamics.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(21)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/dynamics.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=clip.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(22)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/clip.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=tb.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(8)
INFO: [HLS 200-10] Adding test bench file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/tb.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=calc_control_input' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(23)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xczu9eg-ffvb1156-2-e' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xczu9eg-ffvb1156-2-e'
INFO: [HLS 200-1465] Applying ini 'clock=5' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(7)
INFO: [SYN 201-201] Setting up clock 'default' with a period of 5ns.
INFO: [HLS 200-1465] Applying ini 'csim.clean=1' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(24)
INFO: [HLS 200-1465] Applying ini 'csim.code_analyzer=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(25)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_address=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(26)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_undefined=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(28)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(5)
INFO: [HLS 200-1465] Applying ini 'syn.dataflow.default_channel=fifo' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(27)
INFO: [XFORM 203-701] Set the default channel type in dataflow to FIFO.
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../clip.cpp in debug mode
   Compiling ../../../../dynamics.cpp in debug mode
   Compiling ../../../../mppi_control.cpp in debug mode
   Compiling ../../../../ref_path.cpp in debug mode
   Compiling ../../../../nearest_neighbor.cpp in debug mode
   Compiling ../../../../smoothning_filter.cpp in debug mode
   Compiling ../../../../costs.cpp in debug mode
   Compiling ../../../../helper.cpp in debug mode
   Compiling ../../../../globals.cpp in debug mode
   Compiling ../../../../compute_weight.cpp in debug mode
   Compiling ../../../../gaussian_noise_gen.cpp in debug mode
   Generating csim.exe
[INFO] Start simulation of pathtracking with MPPI controller
[INFO] delta_t: 0.04[s], sim_steps: 1000[steps], total_sim_time: 40[s]
Time: 0.00[s], x=0.00000[m], y=0.00000[m], yaw=0.00000[rad], v=5.00000[m/s], steer=0.33950[rad], accel=-0.09020[m/s^2]
Time: 11.88[s], x=17.98746[m], y=21.01756[m], yaw=2.59616[rad], v=4.92417[m/s], steer=0.00011[rad], accel=-0.00258[m/s^2]
Time: 11.92[s], x=17.81907[m], y=21.11975[m], yaw=2.59617[rad], v=4.92407[m/s], steer=0.00006[rad], accel=-0.00463[m/s^2]
Time: 11.96[s], x=17.65068[m], y=21.22193[m], yaw=2.59617[rad], v=4.92388[m/s], steer=0.00007[rad], accel=-0.00663[m/s^2]
Time: 12.00[s], x=17.48230[m], y=21.32411[m], yaw=2.59618[rad], v=4.92362[m/s], steer=0.00004[rad], accel=-0.00781[m/s^2]
Time: 12.04[s], x=17.31393[m], y=21.42628[m], yaw=2.59618[rad], v=4.92331[m/s], steer=-0.00001[rad], accel=-0.00700[m/s^2]
Time: 12.08[s], x=17.14557[m], y=21.52844[m], yaw=2.59618[rad], v=4.92303[m/s], steer=-0.00005[rad], accel=-0.00345[m/s^2]
Time: 12.12[s], x=16.97722[m], y=21.63059[m], yaw=2.59618[rad], v=4.92289[m/s], steer=-0.00001[rad], accel=-0.00181[m/s^2]
Time: 12.16[s], x=16.80888[m], y=21.73275[m], yaw=2.59618[rad], v=4.92282[m/s], steer=0.00008[rad], accel=-0.00059[m/s^2]
Time: 12.20[s], x=16.64053[m], y=21.83490[m], yaw=2.59618[rad], v=4.92279[m/s], steer=0.00007[rad], accel=0.00076[m/s^2]
Time: 12.24[s], x=16.47219[m], y=21.93705[m], yaw=2.59619[rad], v=4.92282[m/s], steer=-0.00000[rad], accel=0.00347[m/s^2]
Time: 12.28[s], x=16.30385[m], y=22.03920[m], yaw=2.59619[rad], v=4.92296[m/s], steer=0.00431[rad], accel=0.00386[m/s^2]
Time: 12.32[s], x=16.13550[m], y=22.14136[m], yaw=2.59653[rad], v=4.92312[m/s], steer=0.00652[rad], accel=0.00269[m/s^2]
Time: 12.36[s], x=15.96711[m], y=22.24346[m], yaw=2.59704[rad], v=4.92322[m/s], steer=0.00702[rad], accel=0.00124[m/s^2]
Time: 12.40[s], x=15.79866[m], y=22.34547[m], yaw=2.59759[rad], v=4.92327[m/s], steer=0.00636[rad], accel=0.00045[m/s^2]
Time: 12.44[s], x=15.63016[m], y=22.44740[m], yaw=2.59809[rad], v=4.92329[m/s], steer=0.00485[rad], accel=0.00156[m/s^2]
Time: 12.48[s], x=15.46161[m], y=22.54924[m], yaw=2.59848[rad], v=4.92335[m/s], steer=0.00299[rad], accel=0.00006[m/s^2]
Time: 12.52[s], x=15.29301[m], y=22.65101[m], yaw=2.59871[rad], v=4.92336[m/s], steer=0.00085[rad], accel=-0.00224[m/s^2]
Time: 12.56[s], x=15.12439[m], y=22.75275[m], yaw=2.59878[rad], v=4.92327[m/s], steer=-0.00122[rad], accel=-0.00409[m/s^2]
Time: 12.60[s], x=14.95577[m], y=22.85447[m], yaw=2.59868[rad], v=4.92310[m/s], steer=-0.00343[rad], accel=-0.00437[m/s^2]
Time: 12.64[s], x=14.78716[m], y=22.95621[m], yaw=2.59841[rad], v=4.92293[m/s], steer=-0.00606[rad], accel=-0.00232[m/s^2]
Time: 12.68[s], x=14.61858[m], y=23.05799[m], yaw=2.59794[rad], v=4.92283[m/s], steer=-0.00905[rad], accel=-0.00236[m/s^2]
Time: 12.72[s], x=14.45006[m], y=23.15984[m], yaw=2.59722[rad], v=4.92274[m/s], steer=-0.01220[rad], accel=-0.00256[m/s^2]
Time: 12.76[s], x=14.28161[m], y=23.26182[m], yaw=2.59626[rad], v=4.92264[m/s], steer=-0.01088[rad], accel=-0.00243[m/s^2]
Time: 12.80[s], x=14.11327[m], y=23.36395[m], yaw=2.59541[rad], v=4.92254[m/s], steer=-0.00896[rad], accel=-0.00049[m/s^2]
Time: 12.84[s], x=13.94501[m], y=23.46623[m], yaw=2.59470[rad], v=4.92252[m/s], steer=0.01997[rad], accel=-0.29120[m/s^2]
Time: 12.88[s], x=13.77683[m], y=23.56863[m], yaw=2.59627[rad], v=4.91087[m/s], steer=0.03649[rad], accel=-0.55366[m/s^2]
Time: 12.92[s], x=13.60889[m], y=23.67052[m], yaw=2.59914[rad], v=4.88873[m/s], steer=0.04637[rad], accel=-0.80373[m/s^2]
Time: 12.96[s], x=13.44141[m], y=23.77147[m], yaw=2.60277[rad], v=4.85658[m/s], steer=0.05820[rad], accel=-1.03338[m/s^2]
Time: 13.00[s], x=13.27467[m], y=23.87115[m], yaw=2.60730[rad], v=4.81524[m/s], steer=0.07263[rad], accel=-1.23718[m/s^2]
Time: 13.04[s], x=13.10891[m], y=23.96923[m], yaw=2.61291[rad], v=4.76576[m/s], steer=0.07987[rad], accel=-1.41717[m/s^2]
Time: 13.08[s], x=12.94430[m], y=24.06538[m], yaw=2.61901[rad], v=4.70907[m/s], steer=0.08766[rad], accel=-1.55818[m/s^2]
Time: 13.12[s], x=12.78108[m], y=24.15940[m], yaw=2.62563[rad], v=4.64674[m/s], steer=0.09597[rad], accel=-1.66674[m/s^2]
Time: 13.16[s], x=12.61941[m], y=24.25110[m], yaw=2.63279[rad], v=4.58007[m/s], steer=0.10285[rad], accel=-1.73876[m/s^2]
Time: 13.20[s], x=12.45941[m], y=24.34035[m], yaw=2.64035[rad], v=4.51052[m/s], steer=0.11736[rad], accel=-1.79079[m/s^2]
Time: 13.24[s], x=12.30118[m], y=24.42704[m], yaw=2.64886[rad], v=4.43889[m/s], steer=0.14409[rad], accel=-1.82668[m/s^2]
Time: 13.28[s], x=12.14475[m], y=24.51103[m], yaw=2.65917[rad], v=4.36582[m/s], steer=0.17521[rad], accel=-1.86146[m/s^2]
Time: 13.32[s], x=11.99005[m], y=24.59205[m], yaw=2.67153[rad], v=4.29136[m/s], steer=0.21510[rad], accel=-1.88262[m/s^2]
Time: 13.36[s], x=11.83701[m], y=24.66980[m], yaw=2.68653[rad], v=4.21606[m/s], steer=0.25747[rad], accel=-1.89385[m/s^2]
Time: 13.40[s], x=11.68553[m], y=24.74392[m], yaw=2.70430[rad], v=4.14030[m/s], steer=0.30240[rad], accel=-1.89836[m/s^2]
Time: 13.44[s], x=11.53550[m], y=24.81406[m], yaw=2.72496[rad], v=4.06437[m/s], steer=0.37004[rad], accel=-1.89465[m/s^2]
Time: 13.48[s], x=11.38684[m], y=24.87985[m], yaw=2.75019[rad], v=3.98858[m/s], steer=0.44979[rad], accel=-1.88845[m/s^2]
Time: 13.52[s], x=11.23936[m], y=24.94071[m], yaw=2.78100[rad], v=3.91305[m/s], steer=0.52300[rad], accel=-1.88036[m/s^2]
Time: 13.56[s], x=11.09290[m], y=24.99594[m], yaw=2.81710[rad], v=3.83783[m/s], steer=0.52300[rad], accel=-1.86837[m/s^2]
Time: 13.60[s], x=10.94740[m], y=25.04488[m], yaw=2.85250[rad], v=3.76310[m/s], steer=0.52300[rad], accel=-1.85127[m/s^2]
Time: 13.64[s], x=10.80312[m], y=25.08779[m], yaw=2.88721[rad], v=3.68905[m/s], steer=0.52300[rad], accel=-1.82757[m/s^2]
Time: 13.68[s], x=10.66031[m], y=25.12493[m], yaw=2.92124[rad], v=3.61594[m/s], steer=0.52300[rad], accel=-1.79554[m/s^2]
Time: 13.72[s], x=10.51917[m], y=25.15654[m], yaw=2.95460[rad], v=3.54412[m/s], steer=0.52300[rad], accel=-1.75626[m/s^2]
Time: 13.76[s], x=10.37988[m], y=25.18290[m], yaw=2.98729[rad], v=3.47387[m/s], steer=0.52300[rad], accel=-1.71061[m/s^2]
Time: 13.80[s], x=10.24257[m], y=25.20425[m], yaw=3.01934[rad], v=3.40545[m/s], steer=0.52300[rad], accel=-1.66039[m/s^2]
Time: 13.84[s], x=10.10737[m], y=25.22086[m], yaw=3.05075[rad], v=3.33903[m/s], steer=0.52300[rad], accel=-1.60701[m/s^2]
Time: 13.88[s], x=9.97436[m], y=25.23298[m], yaw=3.08156[rad], v=3.27475[m/s], steer=0.52300[rad], accel=-1.55148[m/s^2]
Time: 13.92[s], x=9.84360[m], y=25.24084[m], yaw=3.11177[rad], v=3.21269[m/s], steer=0.52300[rad], accel=-1.49380[m/s^2]
Time: 13.96[s], x=9.71515[m], y=25.24467[m], yaw=3.14140[rad], v=3.15294[m/s], steer=0.52300[rad], accel=-1.43388[m/s^2]
Time: 14.00[s], x=9.58904[m], y=25.24470[m], yaw=3.17049[rad], v=3.09558[m/s], steer=0.52300[rad], accel=-1.36943[m/s^2]
Time: 14.04[s], x=9.46526[m], y=25.24112[m], yaw=3.19904[rad], v=3.04081[m/s], steer=0.52300[rad], accel=-1.30149[m/s^2]
Time: 14.08[s], x=9.34383[m], y=25.23413[m], yaw=3.22709[rad], v=2.98875[m/s], steer=0.52300[rad], accel=-1.23173[m/s^2]
Time: 14.12[s], x=9.22472[m], y=25.22392[m], yaw=3.25467[rad], v=2.93948[m/s], steer=0.52300[rad], accel=-1.15999[m/s^2]
Time: 14.16[s], x=9.10789[m], y=25.21066[m], yaw=3.28178[rad], v=2.89308[m/s], steer=0.52300[rad], accel=-1.08675[m/s^2]
Time: 14.20[s], x=8.99330[m], y=25.19448[m], yaw=3.30847[rad], v=2.84961[m/s], steer=0.52300[rad], accel=-1.01262[m/s^2]
Time: 14.24[s], x=8.88090[m], y=25.17555[m], yaw=3.33476[rad], v=2.80910[m/s], steer=0.52300[rad], accel=-0.93758[m/s^2]
Time: 14.28[s], x=8.77063[m], y=25.15398[m], yaw=3.36067[rad], v=2.77160[m/s], steer=0.52300[rad], accel=-0.86173[m/s^2]
Time: 14.32[s], x=8.66241[m], y=25.12989[m], yaw=3.38624[rad], v=2.73713[m/s], steer=0.52300[rad], accel=-0.78464[m/s^2]
Time: 14.36[s], x=8.55619[m], y=25.10337[m], yaw=3.41149[rad], v=2.70575[m/s], steer=0.52300[rad], accel=-0.70604[m/s^2]
Time: 14.40[s], x=8.45188[m], y=25.07451[m], yaw=3.43645[rad], v=2.67750[m/s], steer=0.52300[rad], accel=-0.62648[m/s^2]
Time: 14.44[s], x=8.34940[m], y=25.04339[m], yaw=3.46115[rad], v=2.65244[m/s], steer=0.52300[rad], accel=-0.54582[m/s^2]
Time: 14.48[s], x=8.24867[m], y=25.01006[m], yaw=3.48562[rad], v=2.63061[m/s], steer=0.52300[rad], accel=-0.46450[m/s^2]
Time: 14.52[s], x=8.14961[m], y=24.97457[m], yaw=3.50988[rad], v=2.61203[m/s], steer=0.52300[rad], accel=-0.38317[m/s^2]
Time: 14.56[s], x=8.05214[m], y=24.93695[m], yaw=3.53398[rad], v=2.59670[m/s], steer=0.52300[rad], accel=-0.30224[m/s^2]
Time: 14.60[s], x=7.95616[m], y=24.89724[m], yaw=3.55793[rad], v=2.58461[m/s], steer=0.52300[rad], accel=-0.22125[m/s^2]
Time: 14.64[s], x=7.86161[m], y=24.85542[m], yaw=3.58177[rad], v=2.57576[m/s], steer=0.52300[rad], accel=-0.13997[m/s^2]
Time: 14.68[s], x=7.76840[m], y=24.81152[m], yaw=3.60554[rad], v=2.57017[m/s], steer=0.52300[rad], accel=-0.05830[m/s^2]
Time: 14.72[s], x=7.67646[m], y=24.76552[m], yaw=3.62924[rad], v=2.56783[m/s], steer=0.52300[rad], accel=0.02331[m/s^2]
Time: 14.76[s], x=7.58572[m], y=24.71739[m], yaw=3.65293[rad], v=2.56877[m/s], steer=0.52300[rad], accel=0.10428[m/s^2]
Time: 14.80[s], x=7.49611[m], y=24.66711[m], yaw=3.67663[rad], v=2.57294[m/s], steer=0.52300[rad], accel=0.18464[m/s^2]
Time: 14.84[s], x=7.40758[m], y=24.61464[m], yaw=3.70036[rad], v=2.58032[m/s], steer=0.52300[rad], accel=0.26440[m/s^2]
Time: 14.88[s], x=7.32006[m], y=24.55992[m], yaw=3.72417[rad], v=2.59090[m/s], steer=0.52300[rad], accel=0.34282[m/s^2]
Time: 14.92[s], x=7.23352[m], y=24.50290[m], yaw=3.74807[rad], v=2.60461[m/s], steer=0.52300[rad], accel=0.42071[m/s^2]
Time: 14.96[s], x=7.14792[m], y=24.44352[m], yaw=3.77209[rad], v=2.62144[m/s], steer=0.52300[rad], accel=0.49803[m/s^2]
Time: 15.00[s], x=7.06322[m], y=24.38170[m], yaw=3.79628[rad], v=2.64136[m/s], steer=0.52300[rad], accel=0.57572[m/s^2]
Time: 15.04[s], x=6.97941[m], y=24.31737[m], yaw=3.82064[rad], v=2.66439[m/s], steer=0.52300[rad], accel=0.65258[m/s^2]
Time: 15.08[s], x=6.89648[m], y=24.25043[m], yaw=3.84522[rad], v=2.69049[m/s], steer=0.52300[rad], accel=0.72983[m/s^2]
Time: 15.12[s], x=6.81442[m], y=24.18080[m], yaw=3.87004[rad], v=2.71969[m/s], steer=0.52300[rad], accel=0.80932[m/s^2]
Time: 15.16[s], x=6.73324[m], y=24.10838[m], yaw=3.89513[rad], v=2.75206[m/s], steer=0.52300[rad], accel=0.89058[m/s^2]
Time: 15.20[s], x=6.65296[m], y=24.03306[m], yaw=3.92052[rad], v=2.78768[m/s], steer=0.52300[rad], accel=0.97536[m/s^2]
Time: 15.24[s], x=6.57360[m], y=23.95472[m], yaw=3.94623[rad], v=2.82670[m/s], steer=0.52300[rad], accel=1.06434[m/s^2]
Time: 15.28[s], x=6.49521[m], y=23.87325[m], yaw=3.97231[rad], v=2.86927[m/s], steer=0.52300[rad], accel=1.15633[m/s^2]
Time: 15.32[s], x=6.41781[m], y=23.78850[m], yaw=3.99878[rad], v=2.91552[m/s], steer=0.52300[rad], accel=1.25148[m/s^2]
Time: 15.36[s], x=6.34147[m], y=23.70033[m], yaw=4.02567[rad], v=2.96558[m/s], steer=0.52300[rad], accel=1.35044[m/s^2]
Time: 15.40[s], x=6.26627[m], y=23.60860[m], yaw=4.05303[rad], v=3.01960[m/s], steer=0.52300[rad], accel=1.45403[m/s^2]
Time: 15.44[s], x=6.19227[m], y=23.51313[m], yaw=4.08088[rad], v=3.07776[m/s], steer=0.52300[rad], accel=1.56446[m/s^2]
Time: 15.48[s], x=6.11959[m], y=23.41376[m], yaw=4.10928[rad], v=3.14034[m/s], steer=0.52300[rad], accel=1.68094[m/s^2]
Time: 15.52[s], x=6.04835[m], y=23.31031[m], yaw=4.13825[rad], v=3.20758[m/s], steer=0.52300[rad], accel=1.79958[m/s^2]
Time: 15.56[s], x=5.97866[m], y=23.20258[m], yaw=4.16783[rad], v=3.27956[m/s], steer=0.52300[rad], accel=1.91887[m/s^2]
Time: 15.60[s], x=5.91070[m], y=23.09037[m], yaw=4.19809[rad], v=3.35632[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.64[s], x=5.84466[m], y=22.97349[m], yaw=4.22905[rad], v=3.43632[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.68[s], x=5.78078[m], y=22.85178[m], yaw=4.26075[rad], v=3.51632[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.72[s], x=5.71940[m], y=22.72523[m], yaw=4.29319[rad], v=3.59632[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.76[s], x=5.66084[m], y=22.59383[m], yaw=4.32636[rad], v=3.67632[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.80[s], x=5.60548[m], y=22.45760[m], yaw=4.36028[rad], v=3.75631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.84[s], x=5.55366[m], y=22.31657[m], yaw=4.39493[rad], v=3.83631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.88[s], x=5.50576[m], y=22.17078[m], yaw=4.43032[rad], v=3.91631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.92[s], x=5.46215[m], y=22.02032[m], yaw=4.46644[rad], v=3.99631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 15.96[s], x=5.42323[m], y=21.86528[m], yaw=4.50331[rad], v=4.07631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.00[s], x=5.38939[m], y=21.70578[m], yaw=4.54091[rad], v=4.15631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.04[s], x=5.36102[m], y=21.54196[m], yaw=4.57925[rad], v=4.23631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.08[s], x=5.33853[m], y=21.37401[m], yaw=4.61833[rad], v=4.31631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.12[s], x=5.32231[m], y=21.20212[m], yaw=4.65815[rad], v=4.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.16[s], x=5.31278[m], y=21.02653[m], yaw=4.69871[rad], v=4.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.20[s], x=5.31033[m], y=20.84749[m], yaw=4.74000[rad], v=4.55631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.24[s], x=5.31536[m], y=20.66531[m], yaw=4.78203[rad], v=4.63631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.28[s], x=5.32826[m], y=20.48030[m], yaw=4.82480[rad], v=4.71631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.32[s], x=5.34943[m], y=20.29284[m], yaw=4.86831[rad], v=4.79631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.36[s], x=5.37922[m], y=20.10332[m], yaw=4.91255[rad], v=4.87631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.40[s], x=5.41800[m], y=19.91216[m], yaw=4.95754[rad], v=4.95631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.44[s], x=5.46612[m], y=19.71983[m], yaw=5.00326[rad], v=5.03631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.48[s], x=5.52389[m], y=19.52684[m], yaw=5.04972[rad], v=5.11631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.52[s], x=5.59162[m], y=19.33372[m], yaw=5.09691[rad], v=5.19631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
